localidad,NOMBRE EFECTOR COMUNITARIO,RNEJyP,CÓDIGO ACTIVIDAD 2014 MODIFICADO,TALLER,nombre_a,calle,numero,partido,provincia,codpostal,distrito,edificio,piso,dpto,barrio,fax
V. M. MORENO,V║ M. MORENO,24-002-008-111,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP NAC MARIANO MORENO,CALLE 8 *,375,TAFI VIEJO,24,4101,0,,,,,
V. M. MORENO,V║ M. MORENO,24-002-008-111,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC MARIANO MORENO,CALLE 8 *,375,TAFI VIEJO,24,4101,0,,,,,
V. M. MORENO,V║ M. MORENO,24-002-008-111,,1406 - ARTES PLÁSTICAS,C JYP NAC MARIANO MORENO,CALLE 8 *,375,TAFI VIEJO,24,4101,0,,,,,
RIO CHICO,VIRGEN DEL R. S. NICOLAS,24-009-001-163,,1101 - GIMNASIA,CTRO. DE JYP VIRGEN DEL ROSARIO DE SAN NICOLAS,MAXIMO TERAN BºLOS ALAMOS,S/N,AGUILARES,24,4152,0,,,,,
RIO CHICO,VIRGEN DEL R. S. NICOLAS,24-009-001-163,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CTRO. DE JYP VIRGEN DEL ROSARIO DE SAN NICOLAS,MAXIMO TERAN BºLOS ALAMOS,S/N,AGUILARES,24,4152,0,,,,,
EL CHANAR,EL CHAÐAR,24-001-006-056,,1408 - ARTESANÍAS / MANUALIDADES,CENTRO DE JYP NAC DE EL CHAÑAR,AV SAN CAYETANO,S/N,BURRUYACU,24,4117,0,,,,,4892011*
SAN MIGUEL DE TUCUMAN,MEJORT,24-002-006-160,,1104 - CAMINATA,CENTRO DE JUB. Y PENS. MEJORT TUCUMAN,9 DE JULIO,775,CAPITAL,24,4000,0,,,,,4226033*
EL COLMENAR,Eusebio Canelo,24-017-001-138,,1101 - GIMNASIA,C JYP EUSEBIO ARTURO CANELO,PASAJE DARDO LEDESMA,63,TAFI VIEJO,24,4101,0,,,,,
EL COLMENAR,Eusebio Canelo,24-017-001-138,,1104 - CAMINATA,C JYP EUSEBIO ARTURO CANELO,PASAJE DARDO LEDESMA,63,TAFI VIEJO,24,4101,0,,,,,
EL COLMENAR,Eusebio Canelo,24-017-001-138,,1408 - ARTESANÍAS / MANUALIDADES,C JYP EUSEBIO ARTURO CANELO,PASAJE DARDO LEDESMA,63,TAFI VIEJO,24,4101,0,,,,,
TACO RALO,Taco Ralo,24-006-015-206,,1101 - GIMNASIA,"""ASOCIACION CENTRO DE JYP CRUZ DEL SUR""",CATAMARCA,S/N,GRANEROS,24,4159,0,,,,,
LEON ROUGES,Leon Rouges,24-008-024-020,,1101 - GIMNASIA,C JYP DR ALBERTO ROUGES,AV. BELGRANO  Y  SAN JOSE,S/N,MONTEROS,24,4143,0,,,,,  0381-154142746*
TAFI DEL VALLE,Tafi del Valle,24-010-012-032,,1101 - GIMNASIA,C JYP DE TAFI DEL VALLE,JUAN CALCHAQUI,419,TAFI DEL VALLE,24,4137,0,,,,,03867-420203*
TAFI DEL VALLE,Tafi del Valle,24-010-012-032,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE TAFI DEL VALLE,JUAN CALCHAQUI,419,TAFI DEL VALLE,24,4137,0,,,,,03867-420203*
EL MOLLAR,El Mollar,24-010-006-093,,1101 - GIMNASIA,C JYP NAC EL MOLLAR,CALLE PRINCIPAL, S/N,TAFI DEL VALLE,24,4135,0,,,,,
SAN PEDRO DE COLALAO,San Pedro de Colalao,24-011-006-097,,1101 - GIMNASIA,C JYP NAC DE SAN PEDRO DE COLALAO,MARTIN BELMONTE *,S/N,TRANCAS,24,4124,0,,,,BUENA VISTA,03862-481370*
SAN MIGUEL DE TUCUMAN,Mujeres Fraternales,24-002-006-051,,1101 - GIMNASIA,MOVIMIENTO MUJERES FRATERNALES 2 DE MAYO,LAS PIEDRAS,248,CAPITAL,24,4000,0,,1,,,0381-4304492*
SAN MIGUEL DE TUCUMAN,El Sud Vive,24-002-006-174,,1101 - GIMNASIA,CENTRO DE JYP EL SUD VIVE,JUANA AZURDUY,467,CAPITAL,24,4000,0,,,,,
SAN MIGUEL DE TUCUMAN,El Sud Vive,24-002-006-174,,1405 - CANTO / CORO,CENTRO DE JYP EL SUD VIVE,JUANA AZURDUY,467,CAPITAL,24,4000,0,,,,,
SAN MIGUEL DE TUCUMAN,Las Victorias,24-002-006-120,,1101 - GIMNASIA,C JYP NAC LAS VICTORIAS,PJE VIEYTEN,2062,CAPITAL,24,4000,0,,,,,
VILLA QUINTER,VILLA QUINTEROS,24-008-017-008,,1101 - GIMNASIA,C JYP DE VILLA QUINTEROS Nº 1,CONSTITUCION 1ø CUADRA,S/N,MONTEROS,24,4144,0,,,,,
VILLA QUINTER,VILLA QUINTEROS,24-008-017-008,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE VILLA QUINTEROS Nº 1,CONSTITUCION 1ø CUADRA,S/N,MONTEROS,24,4144,0,,,,,
VILLA QUINTER,VILLA QUINTEROS,24-008-017-008,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE VILLA QUINTEROS Nº 1,CONSTITUCION 1ø CUADRA,S/N,MONTEROS,24,4144,0,,,,,
TUCUMAN,MANUEL ESTRADA,24-002-006-064,,1101 - GIMNASIA,JYP C MANUEL DE ESTRADA DE VILLA LUJAN,PJE. RECONQUISTA,549,CAPITAL,24,4000,0,,,,,0381-15571887*
TUCUMAN,MANUEL ESTRADA,24-002-006-064,,1408 - ARTESANÍAS / MANUALIDADES,JYP C MANUEL DE ESTRADA DE VILLA LUJAN,PJE. RECONQUISTA,549,CAPITAL,24,4000,0,,,,,0381-15571887*
SAN ANDRES,Centro de J. y P.  San AndrÚs,24-003-019-076,,1101 - GIMNASIA,C JYP NAC SAN ANDRES,AV. GRAL SAN MARTIN*,85,CRUZ ALTA,24,4111,0,,,,,
SAN ANDRES,Centro  de J. y P. San AndrÚs,24-003-019-076,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC SAN ANDRES,AV. GRAL SAN MARTIN*,85,CRUZ ALTA,24,4111,0,,,,,
SAN ANDRES,Centro de J. y P.  San AndrÚs,24-003-019-076,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP NAC SAN ANDRES,AV. GRAL SAN MARTIN*,85,CRUZ ALTA,24,4111,0,,,,,
ACHERAL,Centro de J.yP. Nacionales de Acheral,24-008-001-049,,1101 - GIMNASIA,C JYP DE ACHERAL,RIVADAVIA ESQ. ALBERDI,S/N,MONTEROS,24,4134,0,,,,,
ACHERAL,Centro de J.yP. Nacionales de Acheral,24-008-001-049,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE ACHERAL,RIVADAVIA ESQ. ALBERDI,S/N,MONTEROS,24,4134,0,,,,,
SAN MIGUEL DE TUCUMAN,Centro de J.yP. Ciudad Hist¾rica,24-002-006-196,,1408 - ARTESANÍAS / MANUALIDADES,"CENTRO RECREATIVO CIUDAD HISTORICA PARA JUB. , PENS. Y 3ª EDAD",PJE. LUIS SAENZ PEÑA,3091,CAPITAL,24,4000,0,,,,VIAMONTE,
SAN MIGUEL DE TUCUMAN,Centro de J.yP. Ciudad Hist¾rica,24-002-006-196,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,"CENTRO RECREATIVO CIUDAD HISTORICA PARA JUB. , PENS. Y 3ª EDAD",PJE. LUIS SAENZ PEÑA,3091,CAPITAL,24,4000,0,,,,VIAMONTE,
SAN MIGUEL DE TUCUMAN,Centro de J.yP. Ciudad Hist¾rica,24-002-006-196,,1101 - GIMNASIA,"CENTRO RECREATIVO CIUDAD HISTORICA PARA JUB. , PENS. Y 3ª EDAD",PJE. LUIS SAENZ PEÑA,3091,CAPITAL,24,4000,0,,,,VIAMONTE,
LA FLORIDA,Centro de J.y P. Unidad y Progreso La Florida,24-003-031-058,,1101 - GIMNASIA,C JYP UNIDAD Y PROGRESO LA FLORIDA,AV. PRINCIPAL PEDRO G. ME,S/N,CRUZ ALTA,24,4117,0,,,,,4922597* REF
LA FLORIDA,Centro de J.y P. Unidad y Progreso La Florida,24-003-031-058,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP UNIDAD Y PROGRESO LA FLORIDA,AV. PRINCIPAL PEDRO G. ME,S/N,CRUZ ALTA,24,4117,0,,,,,4922597* REF
TRANCAS,Centro de J.yP. Nac. de Trancas,24-011-008-016,,1101 - GIMNASIA,C JYP DE TRANCAS,HIPOLITO YRIGOYEN,478,TRANCAS,24,4124,0,,,,,
TRANCAS,Centro de J.yP. Nac. de Trancas,24-011-008-016,1113 - Tai Chi,1113 - TAI CHI,C JYP DE TRANCAS,HIPOLITO YRIGOYEN,478,TRANCAS,24,4124,0,,,,,
TRANCAS,Centro de J.yP. Nac. de Trancas,24-011-008-016,,1408 - ARTESANÍAS / MANUALIDADES,C JYP DE TRANCAS,HIPOLITO YRIGOYEN,478,TRANCAS,24,4124,0,,,,,
TRANCAS,Centro de J.yP. Nac. de Trancas,24-011-008-016,,1106 - DANZAS,C JYP DE TRANCAS,HIPOLITO YRIGOYEN,478,TRANCAS,24,4124,0,,,,,
S M DE TUCUMAN,Centro de J.yP. B║ Gente de Prensa,24-002-006-065,,1101 - GIMNASIA,C JYP NAC BARRIO GENTE DE PRENSA,GRAL PAZ *,2777,CAPITAL,24,4000,0,,,,,
S M DE TUCUMAN,Centro de J.yP. B║ Gente de Prensa,24-002-006-065,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC BARRIO GENTE DE PRENSA,GRAL PAZ *,2777,CAPITAL,24,4000,0,,,,,
S M DE TUCUMAN,Centro de J.yP. B║ Gente de Prensa,24-002-006-065,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP NAC BARRIO GENTE DE PRENSA,GRAL PAZ *,2777,CAPITAL,24,4000,0,,,,,
TAFI VIEJO,Centro de J.yP. Ferroviarios Gral. San MartÝn,24-010-013-135,,1101 - GIMNASIA,C JYP FERROV Y DEMAS LEYES PREV MUTUALISTAS GRAL SAN MARTIN,CORONEL LARRABURE,868,TAFI VIEJO,24,4103,0,,,,B° PROSPERO MENA,155724334*
S.M.DE TUCUMAN,Centro de J.yP. YPF,24-002-006-193,1110 - Danzas tango,1110 - DANZAS TANGO,CENTRO DE JYP DE YPF TUCUIMAN,PASAJE SOROL  *,335,CAPITAL,24,4000,0,,,,,
TAFI VIEJO,Centro de J.y P. Unidad Tafi Viejo,24-010-013-027,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC DE TAFI VIEJO,9 DE JULIO,782,TAFI VIEJO,24,4103,0,,,,,
SAN MIGUEL DE TUCUMAN,Centro de J. y P. Amigos,24-002-006-159,,1201 - MEMORIA,ASOC. DE AMIGOS JUB. Y PENS. NAC.,SANTIAGO DEL ESTERO,1124,CAPITAL,24,4000,0,OFICINA 9,,,,0381-4225008*
TUCUMAN,COMERCIO,24-002-006-031,,2101 - ALIMENTACIÓN SALUDABLE,ASOC JYP DE COMERCIO Y ACTIV CIVILES,GRAL. PAZ,976,CAPITAL,24,4000,0,,,,,0381-156047901*
TUCUMAN,COMERCIO,24-002-006-031,,2101 - ALIMENTACIÓN SALUDABLE,ASOC JYP DE COMERCIO Y ACTIV CIVILES,GRAL. PAZ,976,CAPITAL,24,4000,0,,,,,0381-156047901*
EL MANANTIAL,Centro de J. y P. Gral. Belgrano,24-010-008-021,,1408 - ARTESANÍAS / MANUALIDADES,C JYP GRAL MANUEL BELGRANO DE EL MANANTIAL,ANICETO DE LA TORRE,350,LULES,24,4105,0,,,,,0381- 4391769
EL MANANTIAL,Centro de J. y P. Gral. Belgrano,24-010-008-021,1113 - Tai Chi,1113 - TAI CHI,C JYP GRAL MANUEL BELGRANO DE EL MANANTIAL,ANICETO DE LA TORRE,350,LULES,24,4105,0,,,,,0381- 4391769
JUAN B. ALBERDI,Casa del Jubilado,24-009-007-089,,1408 - ARTESANÍAS / MANUALIDADES,CASA DEL JUBILADO,PASTEUR,309,ALBERDI,24,4158,0,,,,,03865-15502341*
JUAN B. ALBERDI,Casa del Jubilado,24-009-007-089,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CASA DEL JUBILADO,PASTEUR,309,ALBERDI,24,4158,0,,,,,03865-15502341*
ARCADIA,Centro de J. y P. de Arcadia,24-004-003-078,,1101 - GIMNASIA,C JYP NAC DE ARCADIA,25 DE MAYO,8,CHICLIGASTA,24,4147,0,,,,,
ARCADIA,Centro de J. y P. de Arcadia,24-004-003-078,,1201 - MEMORIA,C JYP NAC DE ARCADIA,25 DE MAYO,8,CHICLIGASTA,24,4147,0,,,,,
ARCADIA,Centro de J. y P. de Arcadia,24-004-003-078,,1406 - ARTES PLÁSTICAS,C JYP NAC DE ARCADIA,25 DE MAYO,8,CHICLIGASTA,24,4147,0,,,,,
SAN MIGUEL DE TUCUMAN,Maria Reina de la Paz,24-002-006-192,1113 - Tai Chi,1113 - TAI CHI,CTRO. DE JYP MARIA REINA DE LA PAZ ASOC. CIVIL,SAN LORENZO,3435,CAPITAL,24,4000,0,,,,,
S.M.DE TUCUMAN,Centro de Jubilados La Hoya (Yerba Buena),24-002-006-193,,2101 - ALIMENTACIÓN SALUDABLE,CENTRO DE JYP DE YPF TUCUIMAN,PASAJE SOROL  *,335,CAPITAL,24,4000,0,,,,,
S.M.DE TUCUMAN,Centro de Jubilados La Hoya (Yerba Buena),24-002-006-193,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CENTRO DE JYP DE YPF TUCUIMAN,PASAJE SOROL  *,335,CAPITAL,24,4000,0,,,,,
SAN MIGUEL DE TUCUMAN,Tucumanos Unidos,24-002-006-195,,1405 - CANTO / CORO,ASOCIACION CIVIL CENTRO TUCUMANO UNIDO DE ADULTOS MAYORES,12 DE OCTUBRE *,1859,CAPITAL,24,4000,0,,,,,
ALPACHIRI,Centro de Jubilados de Alpachiri - El Molino,24-015-005-158,,1201 - MEMORIA,C JYP ALPACHIRI - EL MOLINO,RUTA 365 KM 20,S/N,CHICLIGASTA,24,4174,0,,,,,0381-154661459*
ALPACHIRI,Centro de Jubilados de Alpachiri - El Molino,24-015-005-158,,1101 - GIMNASIA,C JYP ALPACHIRI - EL MOLINO,RUTA 365 KM 20,S/N,CHICLIGASTA,24,4174,0,,,,,0381-154661459*
LOS RALOS,Centro de Jubilados Los Ralos,24-003-014-034,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP DE LOS RALOS,"AV SAN MARTIN, 4ª CUADRA*",S/N,CRUZ ALTA,24,4182,0,,,,,155669616 *
LOS RALOS,Centro de Jubilados Los Ralos,24-003-014-034,,1101 - GIMNASIA,C JYP DE LOS RALOS,"AV SAN MARTIN, 4ª CUADRA*",S/N,CRUZ ALTA,24,4182,0,,,,,155669616 *
AGUILARES,Centro de Jubilados Aguilares,24-009-001-017,,1201 - MEMORIA,C JYP DE AGUILARES,AV.  BELGRANO *,443,RIO CHICO,24,4152,0,,,,,15532834
AGUILARES,Centro de Jubilados Aguilares,24-009-001-017,,1406 - ARTES PLÁSTICAS,C JYP DE AGUILARES,AV.  BELGRANO *,443,RIO CHICO,24,4152,0,,,,,15532834
TUCUMAN,Centro de Jubilados Manuel Estrada,24-002-006-064,,2101 - ALIMENTACIÓN SALUDABLE,JYP C MANUEL DE ESTRADA DE VILLA LUJAN,PJE. RECONQUISTA,549,CAPITAL,24,4000,0,,,,,0381-15571887*
TUCUMAN,Centro de Jubilados Manuel Estrada,24-002-006-064,,2101 - ALIMENTACIÓN SALUDABLE,JYP C MANUEL DE ESTRADA DE VILLA LUJAN,PJE. RECONQUISTA,549,CAPITAL,24,4000,0,,,,,0381-15571887*
VILLA OBRERA,Centro de Jubilados Ingenio Leales,24-007-007-036,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,C JYP NAC DEL INGENIO LEALES,VILLA OBRERA,970,LEALES,24,4111,0,,,,,03863-154176926*
ALBERDI,29 DE AGOSTO,24-012-005-133,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP NAC 29 DE AGOSTO,LUIS F. NOUGUES,23,ALBERDI,24,4158,0,,,,,03865-15372372*
EL POLEAR,UNION EL POLEAR,24-009-022-094,,1101 - GIMNASIA,C JYP NAC UNION EL POLEAR,RUTA PROV 332. KM 6,S/N,RIO CHICO,24,4157,0,,,,,03865-482825
EL POLEAR,UNION EL POLEAR,24-009-022-094,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC UNION EL POLEAR,RUTA PROV 332. KM 6,S/N,RIO CHICO,24,4157,0,,,,,03865-482825
SIMOCA,SIMOCA,24-008-016-026,,1101 - GIMNASIA,CENTRO DE JYP NACIONALES DE SIMOCA,SAN MARTIN *,846,SIMOCA,24,4172,0,,,,,
SIMOCA,SIMOCA,24-008-016-026,1113 - Tai Chi,1113 - TAI CHI,CENTRO DE JYP NACIONALES DE SIMOCA,SAN MARTIN *,846,SIMOCA,24,4172,0,,,,,
SIMOCA,SIMOCA,24-008-016-026,,1408 - ARTESANÍAS / MANUALIDADES,CENTRO DE JYP NACIONALES DE SIMOCA,SAN MARTIN *,846,SIMOCA,24,4172,0,,,,,
LA MADRID,CENTRO DE JUBILADOS LA MADRID,24-006-008-081,,1101 - GIMNASIA,C JYP NAC DE LA MADRID,ALBERDI *,S/N,GRANEROS,24,4176,0,,,,,
SAN PEDRO DE COLALAO,EL COLALEÐO,24-011-006-181,1109 - Danzas folklore,1109 - DANZAS FOLKLORE,CENTRO DE JYP EL COLALEÑO ASOCIACION CIVIL,SALTA  ULTIMA CUADRA,S/N°,TRANCAS,24,4124,0,,,,,03862-481375*
SAN PEDRO DE COLALAO,EL COLALEÐO,24-011-006-181,,1101 - GIMNASIA,CENTRO DE JYP EL COLALEÑO ASOCIACION CIVIL,SALTA  ULTIMA CUADRA,S/N°,TRANCAS,24,4124,0,,,,,03862-481375*
SAN PEDRO DE COLALAO,EL COLALEÐO,24-011-006-181,,1403 - TEATRO,CENTRO DE JYP EL COLALEÑO ASOCIACION CIVIL,SALTA  ULTIMA CUADRA,S/N°,TRANCAS,24,4124,0,,,,,03862-481375*
SAN MIGUEL DE TUCUMAN,MARIA REINA DE LA PAZ,24-002-006-192,,1101 - GIMNASIA,CTRO. DE JYP MARIA REINA DE LA PAZ ASOC. CIVIL,SAN LORENZO,3435,CAPITAL,24,4000,0,,,,,
COLALAO DEL V,EL ANTIGAL,24-010-003-098,,1408 - ARTESANÍAS / MANUALIDADES,C JYP EL ANTIGAL DE COLALAO DEL VALLE,25 DE MAYO Y RECONQUISTA,S/N,TAFI DEL VALLE,24,4141,0,,,,,03892-155904660*
CORRIENTES,Centro Jub Playa Miramar,05-004-007-003,,1201 - MEMORIA,C JYP CIV NAC DE LA PROV DE CORRIENTES,PLAYA MIRAMAR,730,CAPITAL,5,3400,0,,,,,REF. 03783-431671 *
ESQUINA,Centro Jub De Esquina,05-008-007-019,,2101 - ALIMENTACIÓN SALUDABLE,C JYP NAC DE ESQUINA,LAMELA,648,ESQUINA,5,3196,0,,,,,REF. 03777-15328576*
ESQUINA,Centro Jub De Esquina,05-008-007-019,,1101 - GIMNASIA,C JYP NAC DE ESQUINA,LAMELA,648,ESQUINA,5,3196,0,,,,,REF. 03777-15328576*
SAN COSME,Centro Jub de San Cosme,05-019-008-026,,1101 - GIMNASIA,C JYP NAC Y PROV SECCIONAL SAN COSME,J R VIDAL Y CTES,S/N,SAN COSME,5,3412,0,,,,,REF.  03783-496164*
EMPEDRADO,Ctro de Jubilados N Sr Hallado,05-007-007-071,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JYP NAC.  NUESTRO SEÑOR HALLADO DE EMPEDRADO,BME. MITRE,1469,EMPEDRADO,5,3419,0,,,,,03783-15351079*
MERCEDES,Ctro de Jub Nac. De Mercedes,05-015-001-008,,1101 - GIMNASIA,C JYP NAC DE MERCEDES,PEDRO FERRE,882,MERCEDES,5,3470,0,D.POST FERRE Nº 961,,,,
MERCEDES,Ctro de Jub Nac. De Mercedes,05-015-001-008,,2101 - ALIMENTACIÓN SALUDABLE,C JYP NAC DE MERCEDES,PEDRO FERRE,882,MERCEDES,5,3470,0,D.POST FERRE Nº 961,,,,
MBURUCUYA,Ctro de Jub Nac de Mburucuya,05-014-001-089,,1406 - ARTES PLÁSTICAS,C JYP NAC SAN ANTONIO,GERVACIO AGUIRRE    *,680,MBURUCUYA,5,3427,0,,,,,03782-498157 *
SAN LORENZO,Ctro Jub San Lorenzo,05-008-030-045,,1101 - GIMNASIA,C JYP DE SAN LORENZO DEPTO SALADAS,SARMIENTO,S/N,SALADAS,5,3416,0,,,,,REF. 03782-492281*
SAN LORENZO,Ctro Jub San Lorenzo,05-008-030-045,,1403 - TEATRO,C JYP DE SAN LORENZO DEPTO SALADAS,SARMIENTO,S/N,SALADAS,5,3416,0,,,,,REF. 03782-492281*
CORRIENTES,Ctro Jub Nac Club de los Abuelos,05-004-007-079,1110 - Danzas tango,1110 - DANZAS TANGO,CLUB DE LOS ABUELOS,SAN LORENZO,1858,CAPITAL,5,3400,0,,,,,03783421364*
CORRIENTES,Ctro Jub Nac Edad Feliz,05-004-007-099,,1405 - CANTO / CORO,CENTRO DE JYP CLUB DE LOS ABUELOS EDAD FELIZ,SAN JUAN *,1478,CAPITAL,5,3400,0,,,,,03783-465988*
PASO DE LA PATRIA,Ctro Jub Paso de la Patria,05-019-024-101,,1403 - TEATRO,"CENTRO DE JYP NACIONALES ""PASO DE LA PATRIA""",FORMOSA,850,SAN COSME,5,3409,0,,,,,03783-15698299*
VILLA TULUMBA,Ctro Jub Loreto,04-025-021-244,,1101 - GIMNASIA,C JYP DE VILLA TULUMBA,3 DE FEBRERO *, S/N,TULUMBA,4,5203,0,,,,,
EL SOMBRERO,Ctro Jub Nac El Sombrero,05-007-007-054,,1405 - CANTO / CORO,C JYP NAC VIRGEN DE LA MEDALLA MILAGROSA,ZONA RURAL,S/N,EMPEDRADO,5,3416,0,,,,,03783-15500316*
EL SOMBRERO,Ctro Jub Nac El Sombrero,05-007-007-054,,2101 - ALIMENTACIÓN SALUDABLE,C JYP NAC VIRGEN DE LA MEDALLA MILAGROSA,ZONA RURAL,S/N,EMPEDRADO,5,3416,0,,,,,03783-15500316*
EL SOMBRERO,Ctro Jub Nac El Sombrero,05-007-007-054,,1101 - GIMNASIA,C JYP NAC VIRGEN DE LA MEDALLA MILAGROSA,ZONA RURAL,S/N,EMPEDRADO,5,3416,0,,,,,03783-15500316*
MBURUCUYA,Ctro Jub Nac de Mburucuya,05-014-001-036,,1101 - GIMNASIA,C JYP NAC DE MBURUCUYA,LAVALLE,379,MBURUCUYA,5,3427,0,,,,,03782-498262*
MBURUCUYA,Ctro Jub Nac de Mburucuya,05-014-001-036,,1406 - ARTES PLÁSTICAS,C JYP NAC DE MBURUCUYA,LAVALLE,379,MBURUCUYA,5,3427,0,,,,,03782-498262*
CORRIENTES,Ctro Jub 1000 Viv,05-004-007-073,,1404 - MÚSICA,"C JYP NAC, PROV Y MUNICIP DEL Bø MIL VIVIENDAS",MONOBLOK  14  (P.BAJA),,CAPITAL,5,3400,0,,,,,
SANTA ROSA,Centro de Jub Santa Rosa,05-005-075-037,,1408 - ARTESANÍAS / MANUALIDADES,C JYP NAC DE SANTA ROSA,Bº PROFESIONAL,S/N,CONCEPCION,5,3421,0,DOM POSTAL RUTA Nº 118,,,PROFESIONAL,
CORRIENTES,Ctro. Jub. 1000 Viv,05-004-007-073,,2101 - ALIMENTACIÓN SALUDABLE,"C JYP NAC, PROV Y MUNICIP DEL Bø MIL VIVIENDAS",MONOBLOK  14  (P.BAJA),,CAPITAL,5,3400,0,,,,,
VILLA TULUMBA,Ctro. Jub. Loreto,04-025-021-244,1202 - Juegos de Mesa,1202 - JUEGOS DE MESA,C JYP DE VILLA TULUMBA,3 DE FEBRERO *, S/N,TULUMBA,4,5203,0,,,,,
SAN LUIS  DEL PALMAR,Ctro. Jub. San Luis,05-020-007-027,,1206 - COMPUTACIÓN,C JRYP DE SAN LUIS DEL PALMAR,JUAN J. ARCE,785,SAN LUIS  DEL PALMAR,5,3403,0,,,,,
CORRIENTES,Ctro Jub.Miramar,05-004-007-003,1110 - Danzas tango,1110 - DANZAS TANGO,C JYP CIV NAC DE LA PROV DE CORRIENTES,PLAYA MIRAMAR,730,CAPITAL,5,3400,0,,,,,REF. 03783-431671 *
PALMAR GRANDE,Ctro Jub.Palmar Grande,05-009-029-062,,1101 - GIMNASIA,C JYP NAC DE PALMAR GRANDE,AV. SAN MARTIN,S/N,GENERAL PAZ,5,3405,0,,,,,03781-429992*
PALMAR GRANDE,Ctro Jub.Palmar Grande,05-009-029-062,,3102 - RELEVAMIENTO SOCIO SANITARIO POBLACIÓN BAJO PROGRAMA FOCALIZADOS POR PATOLOGÍA O CAUSA SOCIAL,C JYP NAC DE PALMAR GRANDE,AV. SAN MARTIN,S/N,GENERAL PAZ,5,3405,0,,,,,03781-429992*
YAPEYU,CENTRO DE J. Y P. NACIONALES DE BELLA VISTA CORRIENTES,05-021-002-063,,1101 - GIMNASIA,C JYP NAC PROV Y MUNIC PADRE ROQUE GONZALEZ DE SANTA CRUZ,MALDONADO*,S/N,GRAL S MARTI,5,3231,0,,,,,
CORRIENTES,"""CENTRO DE J. Y P. NAC. """"CLUB DE LOS ABUELOS"""" CORRIENTES""",05-004-007-079,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,CLUB DE LOS ABUELOS,SAN LORENZO,1858,CAPITAL,5,3400,0,,,,,03783421364*
SAN LUIS  DEL PALMAR,"""CENTRO DE J. Y P. DE """"SAN LUIS DEL PALMAR""""  CORRIENTES""",05-020-007-027,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,1102 - YOGA / OTRAS TÉCNICAS ORIENTALES,C JRYP DE SAN LUIS DEL PALMAR,JUAN J. ARCE,785,SAN LUIS  DEL PALMAR,5,3403,0,,,,,
ITATI,CENTRO ITAT═ DE J. Y P. DE LA NACIËN,05-011-002-016,,1101 - GIMNASIA,C ITATI JYP CIV DE LA NACION,SANTA CRUZ  *,S/N,ITATI,5,3414,0,,,,,03783- 493036*
SAUCE,CENTRO DE J. Y P. NAC. Y PCIALES DE SAUCE CORRIENTES,05-025-013-022,,1101 - GIMNASIA,C JYP NAC Y PROV DE SAUCE,CARLOS PELLEGRINI  *,718,SAUCE,5,3462,0,,,,,03774-480153*
CORRIENTES,"""CENTRO DE J. Y P. NACIONALES """"CLUB DE LOS ABUELOS""""""",05-004-007-079,,1101 - GIMNASIA,CLUB DE LOS ABUELOS,SAN LORENZO,1858,CAPITAL,5,3400,0,,,,,03783421364*
MBURUCUYA,CENTRO DE J. Y P. SAN ANTONIO DE MBURUCUY┴ - CORRIENTES,05-014-001-089,,1101 - GIMNASIA,C JYP NAC SAN ANTONIO,GERVACIO AGUIRRE    *,680,MBURUCUYA,5,3427,0,,,,,03782-498157 *
LOMAS DE VALLEJOS,"""CENTRO DE J. Y P. NACIONALES DE """"LOMAS DE VALLEJOS"""" - CORRIENTES""",05-009-013-040,,1406 - ARTES PLÁSTICAS,C JYP DE LOMAS DE VALLEJOS,BELGRANO,S/N,GENERAL PAZ,5,3405,0,,,,,
GOYA,Centro Jub San Ramon,05-010-002-083,,1101 - GIMNASIA,C JYP NAC BARRIO SAN RAMON,JUJUY,967,CORRIENTES,5,3450,0,,,,,REF. 03777-423483*
